Id,Genus,Subgenus,Specific epithet ,Location of measured specimen,Country,New record ,State ,Municipality,Day ,Month,Year,Location ,Sampling point,ITD,ITD average,Sex,Collector,Collection ID
1096,Paratetrapedia,NA,punctata,UFMG,Brasil,no,Minas Gerais,Nova Lima,20,ii,1999,NA,NA,2.3,NA,Female,M. Pompeu,4389-12391
1097,Paratetrapedia,NA,punctata,UFMG,Brasil,no,Minas Gerais,Nova Lima,5,iii,1999,NA,NA,2.2,NA,Female,M. Pompeu,4451-12530
1098,Paratetrapedia,NA,rufa,UFMG,Brasil,no,Pará,Canaã dos Carajás,11,ii,2015,NA,NA,2.2,1.9,Male,R.B.Martins & A. Cordeiro,UFMG IHY 1500606
1099,Paratetrapedia,NA,rufa,UFMG,Brasil,no,Pará,Canaã dos Carajás,11,ii,2015,NA,NA,1.8,NA,Female,R.B.Martins & A. Cordeiro,UFMG IHY 1500677
1100,Paratetrapedia,NA,rufa,UFMG,Brasil,no,Pará,Água Azul do Norte,1,iv,2015,NA,NA,1.8,NA,Female,R.B.Martins & A. Cordeiro,UFMG IHY 1516061
1101,Paratetrapedia,NA,rufa,UFMG,Brasil,no,Pará,Água Azul do Norte,2,iv,2015,NA,NA,1.8,NA,Female,R.B.Martins & A. Cordeiro,UFMG IHY 1516195
1102,Paratetrapedia,NA,rufa,UFMG,Brasil,no,Pará,Água Azul do Norte,2,iv,2015,NA,NA,1.7,NA,Female,R.B.Martins & A. Cordeiro,UFMG IHY 1516171
1103,Paratetrapedia,NA,vogeli,UFMG,Brasil,yes,Pará,Canaã dos Carajás,11,ii,2015,NA,NA,1.6,1.7,Female,R.B.Martins & A. Cordeiro,UFMG IHY 1500576
1104,Paratetrapedia,NA,vogeli,UFMG,Brasil,yes,Pará,Canaã dos Carajás,11,ii,2015,NA,NA,1.8,NA,Female,R.B.Martins & A. Cordeiro,UFMG IHY 1500586
1105,Paratetrapedia,NA,vogeli,UFMG,Brasil,yes,Pará,Canaã dos Carajás,14,ii,2015,NA,NA,1.8,NA,Female,R.B.Martins & A. Cordeiro,UFMG IHY 1500871
1106,Paratetrapedia,NA,volatilis,UFMG,Brasil,no,Minas Gerais,Sabará,17,iii,2001,copasa/barreiro,NA,2.4,2.4,Female,R.B.Martines,8173-24765
1107,Paratetrapedia,NA,volatilis,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,18,ii,1999,copasa/barreiro,NA,2.4,NA,Female,G.Sousa,5288-14438
