_id,species,date,year,month,day,country,lat,lon,locationDescription,taxonomist,collector,doi,dataset,credit,contributors,it,se_it,n_it,sex,n_sex,m_fresh_mass,n_fresh_mass,m_tongue_length,se_tongue_length,n_tongue_length,m_nest_site,m_sociality,m_parasitism,m_voltinism,m_floral_specialization,m_nest_location,m_nest_construction,m_plant_genus,m_plant_species,m_dry_mass
5b7c3d59e12f31000f080f00,Andrena barbilabris,1891-05-29T00:00:00.000Z,1891,5,29,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f03,Andrena barbilabris,1886-05-18T00:00:00.000Z,1886,5,18,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.6,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f06,Andrena barbilabris,1898-05-05T00:00:00.000Z,1898,5,5,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f09,Andrena barbilabris,1895-04-21T00:00:00.000Z,1895,4,21,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f0c,Andrena barbilabris,1894-06-17T00:00:00.000Z,1894,6,17,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f0f,Andrena barbilabris,1884-06-08T00:00:00.000Z,1884,6,8,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f12,Andrena barbilabris,1886-05-03T00:00:00.000Z,1886,5,3,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f15,Andrena barbilabris,1895-04-21T00:00:00.000Z,1895,4,21,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f18,Andrena barbilabris,1884-05-15T00:00:00.000Z,1884,5,15,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f1b,Andrena barbilabris,1895-05-05T00:00:00.000Z,1895,5,5,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f1e,Andrena barbilabris,1895-04-21T00:00:00.000Z,1895,4,21,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f21,Andrena barbilabris,1877-06-05T00:00:00.000Z,1877,6,5,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f24,Andrena barbilabris,1899-06-07T00:00:00.000Z,1899,6,7,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f27,Andrena barbilabris,1884-05-11T00:00:00.000Z,1884,5,11,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f2a,Andrena barbilabris,1895-04-21T00:00:00.000Z,1895,4,21,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f2d,Andrena barbilabris,1895-04-28T00:00:00.000Z,1895,4,28,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f30,Andrena barbilabris,1882-05-29T00:00:00.000Z,1882,5,29,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f33,Andrena barbilabris,1882-05-29T00:00:00.000Z,1882,5,29,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f36,Andrena barbilabris,1884-05-13T00:00:00.000Z,1884,5,13,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f39,Andrena barbilabris,1879-04-25T00:00:00.000Z,1879,4,25,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f3c,Andrena barbilabris,1911-04-23T00:00:00.000Z,1911,4,23,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f3f,Andrena barbilabris,1911-05-15T00:00:00.000Z,1911,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f42,Andrena barbilabris,1911-04-28T00:00:00.000Z,1911,4,28,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f45,Andrena barbilabris,1911-04-28T00:00:00.000Z,1911,4,28,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f48,Andrena barbilabris,1913-04-24T00:00:00.000Z,1913,4,24,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f4b,Andrena barbilabris,1919-05-29T00:00:00.000Z,1919,5,29,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f4e,Andrena barbilabris,1919-04-22T00:00:00.000Z,1919,4,22,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f51,Andrena barbilabris,1919-04-22T00:00:00.000Z,1919,4,22,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f54,Andrena barbilabris,1902-04-25T00:00:00.000Z,1902,4,25,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f57,Andrena barbilabris,1914-04-25T00:00:00.000Z,1914,4,25,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f5a,Andrena barbilabris,1918-04-15T00:00:00.000Z,1918,4,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f5d,Andrena barbilabris,1912-04-14T00:00:00.000Z,1912,4,14,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f60,Andrena barbilabris,1913-04-29T00:00:00.000Z,1913,4,29,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f63,Andrena barbilabris,1907-05-15T00:00:00.000Z,1907,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f66,Andrena barbilabris,1909-07-15T00:00:00.000Z,1909,7,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f69,Andrena barbilabris,1912-04-14T00:00:00.000Z,1912,4,14,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f6c,Andrena barbilabris,1912-04-14T00:00:00.000Z,1912,4,14,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f6f,Andrena barbilabris,1912-04-24T00:00:00.000Z,1912,4,24,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.6,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f72,Andrena barbilabris,1913-04-28T00:00:00.000Z,1913,4,28,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f75,Andrena barbilabris,1910-04-15T00:00:00.000Z,1910,4,15,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f78,Andrena barbilabris,1940-05-15T00:00:00.000Z,1940,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f7b,Andrena barbilabris,1940-04-23T00:00:00.000Z,1940,4,23,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f7e,Andrena barbilabris,1940-05-15T00:00:00.000Z,1940,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f81,Andrena barbilabris,1926-07-15T00:00:00.000Z,1926,7,15,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f84,Andrena barbilabris,1926-05-26T00:00:00.000Z,1926,5,26,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.6,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f87,Andrena barbilabris,1926-04-20T00:00:00.000Z,1926,4,20,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f8a,Andrena barbilabris,1926-06-15T00:00:00.000Z,1926,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f8d,Andrena barbilabris,1926-06-20T00:00:00.000Z,1926,6,20,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,1.9,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f90,Andrena barbilabris,1921-05-15T00:00:00.000Z,1921,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f93,Andrena barbilabris,1926-06-20T00:00:00.000Z,1926,6,20,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f96,Andrena barbilabris,1922-06-15T00:00:00.000Z,1922,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f99,Andrena barbilabris,1937-06-15T00:00:00.000Z,1937,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f9c,Andrena barbilabris,1929-05-15T00:00:00.000Z,1929,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080f9f,Andrena barbilabris,1937-06-15T00:00:00.000Z,1937,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fa2,Andrena barbilabris,1937-05-15T00:00:00.000Z,1937,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fa5,Andrena barbilabris,1935-04-14T00:00:00.000Z,1935,4,14,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fa8,Andrena barbilabris,1935-05-30T00:00:00.000Z,1935,5,30,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fab,Andrena barbilabris,1936-06-15T00:00:00.000Z,1936,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fae,Andrena barbilabris,1926-06-15T00:00:00.000Z,1926,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fb1,Andrena barbilabris,1925-06-16T00:00:00.000Z,1925,6,16,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,1.9,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fb4,Andrena barbilabris,1959-05-15T00:00:00.000Z,1959,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fb7,Andrena barbilabris,1952-05-15T00:00:00.000Z,1952,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fba,Andrena barbilabris,1950-05-15T00:00:00.000Z,1950,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fbd,Andrena barbilabris,1957-05-15T00:00:00.000Z,1957,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fc0,Andrena barbilabris,1942-04-18T00:00:00.000Z,1942,4,18,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fc3,Andrena barbilabris,1957-04-20T00:00:00.000Z,1957,4,20,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fc6,Andrena barbilabris,1959-04-21T00:00:00.000Z,1959,4,21,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.6,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fc9,Andrena barbilabris,1959-04-21T00:00:00.000Z,1959,4,21,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fcc,Andrena barbilabris,1957-04-20T00:00:00.000Z,1957,4,20,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fcf,Andrena barbilabris,1957-04-20T00:00:00.000Z,1957,4,20,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fd2,Andrena barbilabris,1957-06-15T00:00:00.000Z,1957,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fd5,Andrena barbilabris,1956-08-15T00:00:00.000Z,1956,8,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fd8,Andrena barbilabris,1956-04-22T00:00:00.000Z,1956,4,22,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fdb,Andrena barbilabris,1955-07-15T00:00:00.000Z,1955,7,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fde,Andrena barbilabris,1950-06-15T00:00:00.000Z,1950,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.6,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fe1,Andrena barbilabris,1950-06-15T00:00:00.000Z,1950,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fe4,Andrena barbilabris,1954-07-15T00:00:00.000Z,1954,7,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fe7,Andrena barbilabris,1953-05-15T00:00:00.000Z,1953,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fea,Andrena barbilabris,1956-05-15T00:00:00.000Z,1956,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fed,Andrena barbilabris,1952-05-15T00:00:00.000Z,1952,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.6,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080ff0,Andrena barbilabris,1978-04-25T00:00:00.000Z,1978,4,25,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080ff3,Andrena barbilabris,1978-04-13T00:00:00.000Z,1978,4,13,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080ff6,Andrena barbilabris,1966-04-15T00:00:00.000Z,1966,4,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080ff9,Andrena barbilabris,1974-05-15T00:00:00.000Z,1974,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.6,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080ffc,Andrena barbilabris,1971-05-24T00:00:00.000Z,1971,5,24,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f080fff,Andrena barbilabris,1966-06-15T00:00:00.000Z,1966,6,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f081002,Andrena barbilabris,1966-04-15T00:00:00.000Z,1966,4,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f081005,Andrena barbilabris,1971-05-15T00:00:00.000Z,1971,5,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f081008,Andrena barbilabris,1974-04-15T00:00:00.000Z,1974,4,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f08100b,Andrena barbilabris,1961-04-23T00:00:00.000Z,1961,4,23,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.5,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f08100e,Andrena barbilabris,1973-05-19T00:00:00.000Z,1973,5,19,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f081011,Andrena barbilabris,1973-05-15T00:00:00.000Z,1973,5,15,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f081014,Andrena barbilabris,1972-07-15T00:00:00.000Z,1972,7,,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f081017,Andrena barbilabris,1962-04-21T00:00:00.000Z,1962,4,21,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.2,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f08101a,Andrena barbilabris,1962-04-21T00:00:00.000Z,1962,4,21,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.1,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f08101d,Andrena barbilabris,1962-04-24T00:00:00.000Z,1962,4,24,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.4,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f081020,Andrena barbilabris,1980-05-30T00:00:00.000Z,1980,5,30,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
5b7c3d59e12f31000f081023,Andrena barbilabris,1977-05-19T00:00:00.000Z,1977,5,19,Netherlands,,,,,,10.1371/journal.pone.0148983,Oliveira_2016,,D Kleijn; MO Oliveira; BM Freitas; J Scheper,2.3,,1,female,1,,,,,,,,,,,,,,,
